shipment_id,export_country,import_country,commodity,hs_code,quantity,declared_value_usd,transport_mode,departure_port,arrival_port,transit_time_days,delay_status,contract_value_usd,payment_terms,currency_exchange_rate,market_price_per_unit,price_volatility_index,anomaly_flag
SHP05821,China,Tanzania,Agricultural,843890,2614,127829,Air,Shanghai,Mombasa,14,On-Time,127868,Prepaid,65.32,2542.37,0.43,1
SHP05822,China,Tanzania,Textiles,260300,2233,52531,Road,Shanghai,Dar es Salaam,23,On-Time,52461,On Delivery,65.39,235.69,0.31,1
SHP05823,China,Egypt,Agricultural,843890,1586,37938,Air,Shanghai,Cairo,30,On-Time,38379,On Delivery,69.82,2376.43,0.49,1
SHP05824,China,Ethiopia,Machinery,520942,2835,95915,Road,Qingdao,Durban,34,On-Time,96535,Credit,56.7,2910.57,0.31,0
SHP05825,China,Egypt,Minerals,520942,1142,47428,Air,Beijing,Lagos,28,On-Time,47459,Prepaid,29.84,2937.74,0.47,1
SHP05826,China,Tanzania,Machinery,843890,2622,26305,Air,Guangzhou,Tema,25,Delayed,26544,Prepaid,65.29,782.26,0.44,1
SHP05827,China,Ethiopia,Electronics,847130,3190,148271,Ship,Qingdao,Durban,3,Delayed,148579,On Delivery,47.66,1898.44,0.48,1
SHP05828,China,Ethiopia,Agricultural,260300,2261,82062,Road,Shanghai,Lagos,30,On-Time,81647,Credit,47.68,346.7,0.5,1
SHP05829,China,Tanzania,Agricultural,843890,1539,48568,Air,Beijing,Dar es Salaam,24,On-Time,49238,Credit,46.89,2294.53,0.05,0
SHP05830,China,Kenya,Minerals,847130,250,11611,Air,Beijing,Lagos,12,Delayed,12359,Credit,8.95,968.25,0.4,0
SHP05831,China,Kenya,Electronics,843890,3954,5448,Rail,Shanghai,Cairo,7,Delayed,6032,Credit,28.84,846.52,0.13,0
SHP05832,China,Tanzania,Machinery,520942,2069,122880,Rail,Shenzhen,Tema,35,Delayed,123827,Prepaid,55.02,2937.55,0.38,0
SHP05833,China,South Africa,Textiles,520942,2446,103427,Ship,Shenzhen,Cairo,9,On-Time,103830,Credit,8.99,812.6,0.34,0
SHP05834,China,Egypt,Machinery,847130,3136,32278,Road,Beijing,Durban,14,On-Time,31603,On Delivery,21.66,889.72,0.03,0
SHP05835,China,Ethiopia,Machinery,847130,312,49460,Road,Qingdao,Tema,20,On-Time,50435,On Delivery,21.42,917.85,0.28,0
SHP05836,China,Tanzania,Machinery,100610,3528,86784,Ship,Guangzhou,Mombasa,20,On-Time,86107,Credit,13.06,541.43,0.23,0
SHP05837,China,Egypt,Machinery,847130,2775,105254,Air,Qingdao,Lagos,18,On-Time,104829,Prepaid,26.5,2283.88,0.09,0
SHP05838,China,Nigeria,Minerals,847130,2158,79107,Ship,Guangzhou,Dar es Salaam,20,On-Time,78172,On Delivery,56.42,205.22,0.27,0
SHP05839,China,Kenya,Machinery,847130,681,63711,Ship,Guangzhou,Cairo,37,On-Time,63462,On Delivery,14.11,642.07,0.05,0
SHP05840,China,Nigeria,Textiles,100610,69,71535,Air,Shenzhen,Dar es Salaam,37,Delayed,70864,Credit,69.55,1510.41,0.44,1
SHP05841,China,Nigeria,Textiles,520942,2100,114212,Road,Shenzhen,Mombasa,6,On-Time,114816,Prepaid,24.39,624.27,0.1,0
SHP05842,China,Egypt,Minerals,520942,4351,77906,Ship,Beijing,Durban,37,On-Time,77847,On Delivery,39.13,380.75,0.43,1
SHP05843,China,Tanzania,Electronics,520942,928,53566,Road,Qingdao,Tema,24,On-Time,52976,Prepaid,54.4,1473.59,0.07,0
SHP05844,China,Kenya,Machinery,100610,1224,59891,Air,Beijing,Tema,13,On-Time,59513,Credit,53.62,2685.14,0.33,0
SHP05845,China,South Africa,Agricultural,260300,4159,16902,Road,Guangzhou,Tema,19,On-Time,16228,On Delivery,8.62,2288.14,0.4,0
SHP05846,China,Ethiopia,Minerals,100610,4891,148491,Road,Qingdao,Mombasa,11,On-Time,148892,Credit,31.95,2912.48,0.48,1
SHP05847,China,Ethiopia,Machinery,520942,1605,54729,Road,Guangzhou,Dar es Salaam,27,Delayed,54253,On Delivery,51.45,2114.56,0.15,0
SHP05848,China,Ghana,Machinery,843890,3344,64414,Air,Shanghai,Mombasa,39,On-Time,64920,On Delivery,19.22,2551.5,0.38,0
SHP05849,China,Ethiopia,Machinery,843890,2060,114089,Air,Beijing,Durban,7,On-Time,114827,Prepaid,66.16,1957.03,0.44,1
SHP05850,China,Ethiopia,Electronics,100610,2721,89122,Ship,Guangzhou,Addis Ababa,28,On-Time,89654,On Delivery,37.06,1042.86,0.33,0
SHP05851,China,Kenya,Electronics,100610,3803,98965,Road,Beijing,Tema,30,On-Time,98901,Prepaid,20.07,1386.98,0.02,0
SHP05852,China,South Africa,Minerals,847130,4463,133390,Rail,Guangzhou,Mombasa,14,On-Time,133612,Prepaid,50.11,2635.44,0.24,0
SHP05853,China,South Africa,Agricultural,843890,378,129594,Road,Qingdao,Tema,26,On-Time,129249,Prepaid,11.49,1883.63,0.02,0
SHP05854,China,Ghana,Minerals,843890,3989,87540,Ship,Beijing,Durban,12,On-Time,87688,On Delivery,16.43,309.89,0.26,0
SHP05855,China,Ghana,Electronics,100610,1610,99229,Ship,Beijing,Durban,36,On-Time,98841,Credit,39.82,1788.4,0.46,1
SHP05856,China,Ethiopia,Agricultural,843890,3443,84628,Ship,Shenzhen,Lagos,29,Delayed,85284,On Delivery,59.94,2538.97,0.1,0
SHP05857,China,Ethiopia,Machinery,847130,1319,54909,Road,Shanghai,Dar es Salaam,11,On-Time,55623,On Delivery,43.45,898.93,0.19,0
SHP05858,China,South Africa,Textiles,260300,2842,50621,Road,Beijing,Durban,34,On-Time,51345,Prepaid,32.58,2950.58,0.46,1
SHP05859,China,Egypt,Electronics,260300,3670,34081,Air,Guangzhou,Cairo,11,Delayed,33179,Prepaid,19.73,2651.03,0.2,0
SHP05860,China,Tanzania,Textiles,520942,1783,27757,Ship,Shanghai,Cairo,34,On-Time,28064,Prepaid,61.96,231.57,0.21,0
SHP05861,China,South Africa,Agricultural,843890,909,27168,Air,Guangzhou,Lagos,6,Delayed,26801,Credit,2.48,2708.98,0.35,0
SHP05862,China,Ethiopia,Textiles,260300,1043,41678,Rail,Shenzhen,Cairo,27,On-Time,42070,Prepaid,57.13,1831.53,0.33,0
SHP05863,China,Nigeria,Machinery,100610,621,64557,Road,Beijing,Cairo,15,On-Time,64100,On Delivery,46.86,451.71,0.02,0
SHP05864,China,Ethiopia,Textiles,843890,3068,88125,Rail,Beijing,Durban,30,On-Time,87654,Prepaid,23.93,541.94,0.31,0
SHP05865,China,Tanzania,Electronics,260300,2831,33421,Ship,Qingdao,Dar es Salaam,36,On-Time,32661,Prepaid,19.7,1374.23,0.4,0
SHP05866,China,Kenya,Minerals,100610,512,141265,Road,Beijing,Dar es Salaam,4,Delayed,142058,Prepaid,27.11,1935.4,0.39,0
SHP05867,China,Kenya,Agricultural,843890,3059,38243,Rail,Qingdao,Lagos,19,On-Time,38095,On Delivery,36.44,723.17,0.28,0
SHP05868,China,Ethiopia,Electronics,520942,3806,10023,Rail,Shenzhen,Durban,7,On-Time,10541,Prepaid,54.46,2828.06,0.11,0
SHP05869,China,Tanzania,Minerals,520942,4658,16734,Ship,Qingdao,Addis Ababa,25,Delayed,17334,Credit,22.35,839.63,0.18,0
SHP05870,China,Ethiopia,Electronics,100610,4805,33976,Rail,Beijing,Addis Ababa,22,Delayed,34780,Credit,36.74,554.35,0.41,1
SHP05871,China,Egypt,Textiles,520942,2320,147938,Air,Shenzhen,Mombasa,12,On-Time,148067,Credit,69.03,2875.34,0.41,1
SHP05872,China,Ghana,Textiles,520942,1824,43344,Ship,Qingdao,Lagos,31,Delayed,43196,Prepaid,19.86,1568.22,0.13,0
SHP05873,China,Tanzania,Machinery,260300,2711,63259,Road,Shenzhen,Addis Ababa,17,On-Time,64130,Prepaid,11.87,2938.15,0.17,0
SHP05874,China,Ethiopia,Machinery,260300,1336,128188,Road,Guangzhou,Cairo,10,On-Time,128813,Prepaid,36.66,1205.33,0.12,0
SHP05875,China,South Africa,Textiles,100610,4907,115831,Road,Shenzhen,Cairo,21,On-Time,116247,On Delivery,46.31,397.05,0.41,1
SHP05876,China,Kenya,Minerals,100610,3297,147335,Air,Qingdao,Cairo,19,On-Time,147724,Prepaid,37.07,2215.33,0.32,0
SHP05877,China,Egypt,Textiles,843890,3282,35825,Rail,Shanghai,Mombasa,39,Delayed,35593,On Delivery,17.52,2736.56,0.4,1
SHP05878,China,Ethiopia,Minerals,100610,3142,46208,Ship,Qingdao,Durban,11,Delayed,46805,Credit,13.96,2190.96,0.45,1
SHP05879,China,Ghana,Electronics,847130,4553,144764,Rail,Beijing,Mombasa,12,On-Time,144844,Credit,10.73,1542.25,0.05,0
SHP05880,China,South Africa,Textiles,847130,95,40899,Ship,Shenzhen,Dar es Salaam,21,On-Time,40848,On Delivery,55.66,539.99,0.07,0
SHP05881,China,Kenya,Electronics,520942,4774,98446,Road,Shanghai,Dar es Salaam,20,Delayed,98266,Credit,56.46,2014.63,0.11,0
SHP05882,China,Tanzania,Machinery,100610,2271,21244,Ship,Qingdao,Dar es Salaam,19,Delayed,20919,Prepaid,34.28,1083.22,0.28,0
SHP05883,China,Nigeria,Textiles,843890,3219,7984,Rail,Shenzhen,Mombasa,7,Delayed,8420,Prepaid,30.52,1060.31,0.12,0
SHP05884,China,South Africa,Agricultural,100610,1032,88058,Rail,Guangzhou,Lagos,20,On-Time,88475,On Delivery,30.8,830.37,0.4,0
SHP05885,China,Ghana,Agricultural,520942,4338,31544,Road,Shenzhen,Tema,4,On-Time,31191,On Delivery,16.31,2209.96,0.19,0
SHP05886,China,Egypt,Minerals,260300,1559,26534,Air,Shanghai,Lagos,7,On-Time,26009,Prepaid,43.87,2420.58,0.07,0
SHP05887,China,Nigeria,Agricultural,520942,2069,72037,Road,Beijing,Cairo,25,On-Time,71423,Prepaid,4.16,578.75,0.47,1
SHP05888,China,Nigeria,Textiles,847130,1319,74871,Rail,Shenzhen,Addis Ababa,31,On-Time,74146,On Delivery,49.15,1216.62,0.37,0
SHP05889,China,Tanzania,Machinery,520942,3952,79295,Rail,Beijing,Addis Ababa,34,On-Time,78719,Prepaid,24.74,1299.58,0.47,1
SHP05890,China,Egypt,Minerals,847130,93,52698,Road,Shenzhen,Addis Ababa,12,On-Time,53193,Prepaid,46.87,972.06,0.24,0
SHP05891,China,Tanzania,Minerals,260300,430,59914,Rail,Shenzhen,Addis Ababa,25,On-Time,60572,On Delivery,52.2,925.1,0.28,0
SHP05892,China,Ethiopia,Electronics,260300,3032,30451,Air,Qingdao,Durban,22,On-Time,30872,Prepaid,55.85,2074.16,0.17,0
SHP05893,China,Nigeria,Minerals,843890,3520,132304,Air,Qingdao,Mombasa,5,On-Time,133265,On Delivery,38.76,2692.35,0.3,0
SHP05894,China,Nigeria,Textiles,520942,1993,11132,Air,Guangzhou,Cairo,33,On-Time,10246,On Delivery,5.5,362.86,0.17,0
SHP05895,China,Nigeria,Textiles,100610,3588,20191,Road,Beijing,Mombasa,13,On-Time,19315,Credit,45.91,2664.09,0.17,0
SHP05896,China,Ghana,Machinery,260300,3718,81861,Road,Shanghai,Mombasa,14,On-Time,82518,Prepaid,24.75,1263.05,0.05,0
SHP05897,China,Ghana,Electronics,520942,3390,5892,Ship,Shanghai,Durban,28,On-Time,6786,Prepaid,47.03,1359.88,0.13,0
SHP05898,China,Ethiopia,Minerals,100610,340,26339,Road,Qingdao,Mombasa,4,On-Time,25495,On Delivery,31.63,2261.0,0.29,0
SHP05899,China,South Africa,Machinery,100610,1616,132506,Rail,Qingdao,Dar es Salaam,34,Delayed,132920,Credit,9.24,2795.07,0.35,0
SHP05900,China,Kenya,Electronics,843890,525,87836,Road,Shenzhen,Dar es Salaam,11,Delayed,86882,Credit,54.11,2758.92,0.18,0
SHP05901,China,Kenya,Textiles,100610,2871,113596,Ship,Shanghai,Mombasa,13,On-Time,113760,On Delivery,62.63,2703.85,0.04,0
SHP05902,China,South Africa,Agricultural,843890,148,52576,Road,Shenzhen,Durban,25,Delayed,52862,Prepaid,30.6,1582.49,0.15,0
SHP05903,China,Tanzania,Electronics,847130,2219,76996,Ship,Shanghai,Durban,35,Delayed,77908,On Delivery,42.92,2510.39,0.05,0
SHP05904,China,Ethiopia,Agricultural,100610,2209,110481,Ship,Shenzhen,Mombasa,37,On-Time,111386,On Delivery,40.1,140.45,0.4,0
SHP05905,China,Ethiopia,Textiles,520942,1835,111333,Road,Shenzhen,Cairo,5,On-Time,111714,Credit,6.45,1687.33,0.25,0
SHP05906,China,Tanzania,Electronics,520942,3191,59790,Air,Beijing,Dar es Salaam,30,On-Time,59082,Credit,56.48,1900.92,0.29,0
SHP05907,China,Ethiopia,Electronics,260300,673,39333,Ship,Guangzhou,Dar es Salaam,3,On-Time,39735,Credit,21.0,1971.19,0.31,0
SHP05908,China,Egypt,Minerals,520942,624,39769,Air,Shanghai,Mombasa,15,Delayed,39429,Prepaid,52.8,1797.18,0.05,0
SHP05909,China,Kenya,Agricultural,520942,2742,52390,Rail,Shanghai,Lagos,30,On-Time,53166,Prepaid,34.54,1468.47,0.31,0
SHP05910,China,Nigeria,Electronics,843890,3785,74788,Rail,Beijing,Dar es Salaam,30,On-Time,75696,Prepaid,43.04,492.76,0.09,0
SHP05911,China,Nigeria,Textiles,520942,3973,35254,Rail,Shenzhen,Dar es Salaam,26,On-Time,35965,Prepaid,26.2,2251.37,0.15,0
SHP05912,China,Ghana,Machinery,260300,447,79696,Ship,Beijing,Durban,16,On-Time,78845,Prepaid,61.01,2311.16,0.01,0
SHP05913,China,Egypt,Electronics,847130,1496,73342,Ship,Shanghai,Addis Ababa,3,On-Time,72845,On Delivery,5.77,2280.51,0.24,0
SHP05914,China,South Africa,Agricultural,520942,2407,147559,Road,Shanghai,Tema,22,Delayed,146939,Prepaid,14.23,1651.39,0.2,0
SHP05915,China,Tanzania,Textiles,100610,2382,125004,Air,Shenzhen,Dar es Salaam,35,On-Time,125095,Prepaid,7.14,1362.69,0.26,0
SHP05916,China,Ethiopia,Minerals,520942,985,76269,Rail,Qingdao,Lagos,5,On-Time,75532,Credit,9.75,1689.03,0.36,0
SHP05917,China,Ethiopia,Textiles,847130,1813,84152,Road,Qingdao,Addis Ababa,10,On-Time,85117,Prepaid,64.49,1861.92,0.19,0
SHP05918,China,Ghana,Textiles,100610,1517,106818,Road,Guangzhou,Mombasa,10,On-Time,106383,Credit,68.65,289.77,0.23,1
SHP05919,China,Tanzania,Electronics,843890,1478,108553,Air,Shenzhen,Dar es Salaam,9,Delayed,108396,Credit,10.45,550.16,0.47,1
SHP05920,China,Tanzania,Machinery,100610,3185,109182,Road,Beijing,Cairo,39,On-Time,110113,On Delivery,26.61,1239.35,0.21,0
SHP05921,China,Ethiopia,Textiles,100610,944,128733,Ship,Qingdao,Dar es Salaam,22,Delayed,128321,Prepaid,42.98,1937.26,0.11,0
SHP05922,China,Nigeria,Textiles,100610,3086,128444,Air,Shanghai,Dar es Salaam,31,On-Time,127812,Credit,36.31,600.14,0.39,0
SHP05923,China,Kenya,Electronics,843890,4504,133513,Road,Guangzhou,Lagos,34,On-Time,133633,Prepaid,21.05,460.65,0.49,1
SHP05924,China,South Africa,Textiles,847130,1742,94194,Ship,Qingdao,Addis Ababa,39,Delayed,93789,Prepaid,5.45,183.04,0.47,1
SHP05925,China,South Africa,Electronics,520942,2491,108270,Rail,Beijing,Lagos,39,On-Time,108441,Prepaid,64.54,241.71,0.28,0
SHP05926,China,Egypt,Electronics,100610,4949,146464,Ship,Shenzhen,Addis Ababa,36,On-Time,147061,Credit,3.16,143.27,0.42,1
SHP05927,China,South Africa,Minerals,520942,432,100826,Air,Shenzhen,Durban,37,On-Time,101002,Credit,5.01,270.19,0.29,0
SHP05928,China,Tanzania,Textiles,100610,480,65777,Rail,Guangzhou,Addis Ababa,30,On-Time,66042,Prepaid,48.33,615.73,0.16,0
SHP05929,China,Kenya,Electronics,847130,776,61557,Rail,Shenzhen,Lagos,19,On-Time,62544,On Delivery,63.07,2066.24,0.08,0
SHP05930,China,Tanzania,Electronics,843890,1701,55472,Ship,Shanghai,Dar es Salaam,24,On-Time,56360,Prepaid,69.54,2614.33,0.21,1
SHP05931,China,Ghana,Machinery,847130,2287,11133,Road,Shanghai,Tema,8,On-Time,11410,Credit,42.88,2618.9,0.08,0
SHP05932,China,Ghana,Textiles,843890,3407,110388,Air,Guangzhou,Dar es Salaam,35,On-Time,110642,On Delivery,41.4,2129.1,0.13,0
SHP05933,China,Ghana,Agricultural,843890,2999,35071,Air,Shenzhen,Addis Ababa,11,On-Time,35565,Prepaid,60.77,858.54,0.19,0
SHP05934,China,South Africa,Textiles,847130,2843,114828,Road,Guangzhou,Mombasa,22,On-Time,114185,On Delivery,22.88,504.18,0.4,0
SHP05935,China,Kenya,Agricultural,520942,284,71297,Ship,Shanghai,Tema,33,On-Time,71560,Credit,57.85,2561.21,0.21,0
SHP05936,China,Tanzania,Agricultural,260300,3433,136101,Air,Shenzhen,Mombasa,11,On-Time,136555,Credit,55.16,642.61,0.37,0
SHP05937,China,Tanzania,Minerals,260300,2543,90050,Ship,Guangzhou,Mombasa,16,On-Time,89645,Credit,29.81,1636.58,0.02,0
SHP05938,China,Nigeria,Textiles,520942,4700,129082,Air,Guangzhou,Cairo,10,Delayed,129979,Credit,18.18,1035.53,0.36,0
SHP05939,China,Ghana,Agricultural,847130,856,113595,Road,Shenzhen,Tema,20,On-Time,113897,Prepaid,51.51,1454.9,0.05,0
SHP05940,China,Egypt,Machinery,100610,144,12272,Ship,Shanghai,Lagos,7,On-Time,12258,On Delivery,56.45,128.25,0.36,0
SHP05941,China,Egypt,Machinery,260300,2219,28737,Air,Shenzhen,Durban,37,Delayed,28793,On Delivery,9.13,2046.14,0.12,1
SHP05942,China,Egypt,Agricultural,520942,4137,17838,Road,Qingdao,Addis Ababa,5,On-Time,17845,On Delivery,50.37,2187.67,0.37,0
SHP05943,China,Ethiopia,Textiles,260300,1983,90425,Air,Shenzhen,Mombasa,37,On-Time,90771,Credit,66.95,260.03,0.39,1
SHP05944,China,Kenya,Textiles,843890,4859,25177,Ship,Beijing,Dar es Salaam,10,Delayed,24710,On Delivery,65.59,2227.81,0.35,1
SHP05945,China,South Africa,Agricultural,847130,4376,122532,Ship,Shenzhen,Lagos,39,On-Time,122085,On Delivery,26.56,2960.84,0.04,0
SHP05946,China,Ethiopia,Textiles,260300,4976,29613,Air,Shenzhen,Durban,17,On-Time,28901,Prepaid,15.23,2945.83,0.21,0
SHP05947,China,Ghana,Machinery,847130,4847,43260,Ship,Shanghai,Addis Ababa,14,On-Time,43398,Credit,4.92,2650.04,0.28,0
SHP05948,China,Nigeria,Textiles,100610,3173,146825,Ship,Shanghai,Mombasa,36,On-Time,147018,Prepaid,13.61,1932.91,0.22,0
SHP05949,China,Tanzania,Electronics,847130,4255,85777,Ship,Qingdao,Tema,34,On-Time,85456,Credit,51.19,626.8,0.48,1
SHP05950,China,Egypt,Textiles,847130,1872,87299,Road,Guangzhou,Dar es Salaam,18,On-Time,86914,On Delivery,66.81,2195.44,0.21,1
SHP05951,China,Tanzania,Machinery,260300,501,20773,Ship,Shenzhen,Dar es Salaam,6,On-Time,21726,Prepaid,2.2,2001.06,0.46,1
SHP05952,China,Kenya,Machinery,847130,3739,129858,Road,Qingdao,Lagos,4,On-Time,130153,Prepaid,69.21,2068.61,0.04,1
SHP05953,China,Tanzania,Agricultural,100610,4638,89039,Air,Qingdao,Cairo,26,Delayed,89675,Credit,66.65,169.04,0.15,1
SHP05954,China,Tanzania,Electronics,843890,3264,47294,Road,Beijing,Dar es Salaam,5,On-Time,47264,On Delivery,66.84,2552.52,0.33,1
SHP05955,China,Ghana,Electronics,520942,3655,120028,Rail,Shanghai,Tema,8,Delayed,120161,Credit,33.47,2070.02,0.46,1
SHP05956,China,Kenya,Agricultural,847130,2231,108453,Air,Qingdao,Dar es Salaam,27,Delayed,108050,On Delivery,43.43,1300.14,0.48,1
SHP05957,China,Ethiopia,Agricultural,100610,3773,147440,Ship,Qingdao,Cairo,33,On-Time,147226,On Delivery,50.47,2071.2,0.44,1
SHP05958,China,Tanzania,Machinery,100610,3381,142227,Ship,Shenzhen,Lagos,25,On-Time,143174,Prepaid,20.25,2277.02,0.33,0
SHP05959,China,Tanzania,Agricultural,260300,3482,101299,Ship,Qingdao,Addis Ababa,33,Delayed,100807,Credit,26.65,2893.07,0.21,0
SHP05960,China,Kenya,Minerals,847130,916,61207,Ship,Beijing,Cairo,4,On-Time,60917,Prepaid,14.3,2466.61,0.24,0
SHP05961,China,Tanzania,Textiles,100610,1562,85832,Rail,Shanghai,Cairo,3,On-Time,86822,On Delivery,10.61,1561.01,0.32,0
SHP05962,China,Tanzania,Machinery,100610,2912,94015,Road,Guangzhou,Durban,26,On-Time,93132,Credit,56.29,388.51,0.02,0
SHP05963,China,Kenya,Machinery,260300,1093,37029,Rail,Shenzhen,Tema,12,On-Time,37643,Credit,57.21,1868.8,0.33,0
SHP05964,China,Nigeria,Textiles,100610,302,137701,Rail,Qingdao,Mombasa,35,On-Time,138089,Prepaid,53.75,1628.82,0.3,0
SHP05965,China,Kenya,Agricultural,843890,1028,8816,Ship,Guangzhou,Tema,33,On-Time,7825,Credit,56.62,2433.76,0.29,0
SHP05966,China,South Africa,Minerals,260300,4048,103440,Ship,Qingdao,Dar es Salaam,26,On-Time,103905,Credit,38.74,1742.97,0.41,1
SHP05967,China,Egypt,Machinery,520942,1429,17037,Rail,Shanghai,Lagos,16,On-Time,17196,Prepaid,45.78,522.16,0.19,0
SHP05968,China,Nigeria,Agricultural,843890,2856,63537,Road,Qingdao,Dar es Salaam,22,On-Time,62838,Prepaid,23.27,434.53,0.13,0
SHP05969,China,Ghana,Agricultural,847130,4532,111627,Ship,Beijing,Dar es Salaam,31,Delayed,112340,Credit,45.6,927.01,0.36,0
SHP05970,China,Nigeria,Textiles,847130,319,83901,Rail,Qingdao,Cairo,31,Delayed,83613,Prepaid,62.98,2232.8,0.49,1
SHP05971,China,Tanzania,Electronics,847130,2398,75058,Road,Shenzhen,Dar es Salaam,15,On-Time,74125,Credit,30.98,2739.34,0.14,0
SHP05972,China,Kenya,Textiles,843890,2711,63116,Rail,Shenzhen,Lagos,36,On-Time,63531,Prepaid,60.56,2387.73,0.16,0
SHP05973,China,Ghana,Agricultural,520942,2974,56931,Air,Qingdao,Durban,10,Delayed,57517,Credit,6.93,2026.55,0.13,0
SHP05974,China,South Africa,Electronics,520942,2468,27007,Rail,Beijing,Cairo,24,On-Time,27296,Prepaid,13.09,1744.55,0.23,0
SHP05975,China,Tanzania,Textiles,100610,1236,22534,Rail,Qingdao,Mombasa,24,On-Time,21889,Credit,33.72,1871.2,0.19,0
SHP05976,China,Ghana,Minerals,260300,4016,63535,Ship,Shenzhen,Cairo,30,On-Time,64279,Prepaid,9.96,252.75,0.21,0
SHP05977,China,Ghana,Machinery,520942,431,15476,Road,Qingdao,Durban,13,On-Time,15749,Prepaid,20.54,514.47,0.16,0
SHP05978,China,Ethiopia,Textiles,843890,1495,54172,Rail,Qingdao,Cairo,35,On-Time,54181,On Delivery,61.4,2205.22,0.18,0
SHP05979,China,Ethiopia,Textiles,843890,2698,78360,Rail,Beijing,Dar es Salaam,6,Delayed,78445,Credit,10.18,2206.46,0.46,1
SHP05980,China,Ghana,Electronics,843890,2502,11508,Air,Qingdao,Mombasa,29,On-Time,12373,Prepaid,18.36,1155.95,0.45,1
SHP05981,China,Kenya,Textiles,260300,2267,33165,Ship,Beijing,Durban,9,On-Time,32968,On Delivery,23.12,2689.33,0.4,0
SHP05982,China,Tanzania,Minerals,260300,2854,61731,Air,Beijing,Addis Ababa,4,On-Time,61919,On Delivery,68.44,1165.14,0.48,1
SHP05983,China,Kenya,Machinery,843890,4701,73492,Air,Qingdao,Cairo,24,On-Time,74413,Prepaid,33.53,547.17,0.18,0
SHP05984,China,Ghana,Machinery,260300,709,12805,Ship,Guangzhou,Dar es Salaam,14,On-Time,13563,Prepaid,57.0,411.46,0.21,0
SHP05985,China,Ethiopia,Machinery,843890,2322,58346,Ship,Qingdao,Tema,29,On-Time,59178,Prepaid,18.02,1395.23,0.38,0
SHP05986,China,Ghana,Machinery,520942,1190,17353,Ship,Shenzhen,Mombasa,5,On-Time,17180,Prepaid,66.19,1293.5,0.03,1
SHP05987,China,Egypt,Agricultural,847130,788,146964,Road,Beijing,Dar es Salaam,14,On-Time,147132,On Delivery,58.6,2591.02,0.07,0
SHP05988,China,Egypt,Minerals,847130,2214,111642,Air,Guangzhou,Addis Ababa,26,On-Time,111177,Prepaid,17.68,1104.44,0.14,0
SHP05989,China,Egypt,Machinery,260300,2668,123288,Air,Shenzhen,Durban,36,On-Time,123388,Prepaid,67.73,2096.3,0.36,1
SHP05990,China,Egypt,Machinery,520942,3940,111153,Road,Guangzhou,Dar es Salaam,37,Delayed,111271,On Delivery,55.7,871.58,0.13,1
SHP05991,China,Tanzania,Machinery,520942,966,83221,Air,Beijing,Lagos,5,On-Time,83547,Prepaid,22.44,1218.25,0.38,0
SHP05992,China,Egypt,Minerals,843890,758,69129,Road,Beijing,Durban,18,Delayed,68331,Credit,11.85,2980.75,0.44,1
SHP05993,China,Tanzania,Minerals,843890,3267,133066,Ship,Shenzhen,Dar es Salaam,21,On-Time,133740,Prepaid,44.29,971.16,0.26,0
SHP05994,China,Kenya,Machinery,520942,903,70783,Air,Shanghai,Durban,6,On-Time,70131,Prepaid,66.18,2957.16,0.02,1
SHP05995,China,South Africa,Textiles,843890,2513,123425,Rail,Guangzhou,Lagos,28,On-Time,122754,Prepaid,30.52,1422.42,0.14,0
SHP05996,China,South Africa,Agricultural,520942,4050,143742,Air,Beijing,Lagos,15,On-Time,143011,On Delivery,20.06,2342.83,0.39,0
SHP05997,China,Egypt,Electronics,260300,2925,99543,Rail,Beijing,Durban,31,Delayed,98658,Prepaid,65.52,1582.59,0.06,1
SHP05998,China,Tanzania,Agricultural,260300,1221,103858,Ship,Shenzhen,Tema,10,On-Time,104818,On Delivery,49.48,1061.64,0.11,0
SHP05999,China,Ethiopia,Electronics,847130,1927,54340,Air,Guangzhou,Durban,35,On-Time,53863,Credit,44.54,1823.21,0.06,0
SHP06000,China,South Africa,Electronics,100610,1765,115031,Air,Beijing,Mombasa,4,Delayed,114642,Credit,1.84,1056.44,0.07,1
SHP06001,China,Egypt,Agricultural,520942,1677,55763,Ship,Qingdao,Durban,15,On-Time,56154,On Delivery,45.63,1074.5,0.36,0
SHP06002,China,Ghana,Minerals,260300,4306,91189,Ship,Beijing,Durban,11,On-Time,91548,Credit,37.25,1812.64,0.43,1
SHP06003,China,Ghana,Machinery,260300,2108,32981,Ship,Guangzhou,Addis Ababa,3,Delayed,32068,Prepaid,63.97,2055.56,0.36,0
SHP06004,China,Ghana,Textiles,100610,2208,70231,Road,Shenzhen,Tema,35,Delayed,71088,Credit,12.45,2367.71,0.03,0
SHP06005,China,Ethiopia,Textiles,847130,4946,15976,Ship,Shenzhen,Dar es Salaam,22,On-Time,15826,Prepaid,22.66,710.39,0.32,0
SHP06006,China,Ghana,Textiles,847130,2509,137626,Rail,Shenzhen,Addis Ababa,33,On-Time,138160,On Delivery,17.8,1609.94,0.34,0
SHP06007,China,Nigeria,Machinery,260300,4370,123256,Road,Shenzhen,Durban,4,Delayed,123150,Credit,30.7,1951.02,0.26,0
SHP06008,China,Ethiopia,Textiles,847130,1129,97516,Ship,Guangzhou,Mombasa,5,Delayed,98316,On Delivery,34.27,490.36,0.06,0
SHP06009,China,Kenya,Electronics,100610,4048,126305,Ship,Qingdao,Cairo,16,On-Time,126637,On Delivery,38.99,2715.14,0.42,1
